12300 elements of T-matrix
s sp m mp n np Tr Ti 
1 2 4 4 2 11 -4.97212693621342e-11 -1.62450094617661e-12
1 2 4 4 2 13 -4.64040202185481e-12 -1.46237973126945e-13
1 2 4 4 2 15 -3.0911597386612e-13 -9.56457128322221e-15
1 2 4 4 2 17 -1.60757532687374e-14 -4.91597233664141e-16
1 2 4 4 2 19 -6.81772440924853e-16 -2.06711169178392e-17
1 2 4 4 2 21 -2.42183944687332e-17 -7.29373398997023e-19
1 2 4 4 4 1 2.56369001523158e-06 7.53595750134832e-08
1 2 4 4 4 3 1.0227992847462e-06 2.97586818846649e-08
1 2 4 4 4 5 2.17080237407648e-07 6.24177567455253e-09
1 2 4 4 4 7 2.98773711973874e-08 8.46942696603867e-10
1 2 4 4 4 9 2.9032190751777e-09 8.0821412256364e-11
1 2 4 4 4 11 2.08485581587554e-10 5.66120461796193e-12
1 2 4 4 4 13 1.13196673510467e-11 2.96001060782189e-13
1 2 4 4 4 15 4.64664855125613e-13 1.13736566341675e-14
1 2 4 4 4 17 1.38114230267252e-14 2.90088952892582e-16
1 2 4 4 4 19 2.40042696686926e-16 2.16248523141171e-18
1 2 4 4 4 21 -1.94583691406001e-18 -2.32175574024288e-19
1 2 4 4 6 1 8.74058681830381e-07 2.58593958981465e-08
1 2 4 4 6 3 5.84042242061667e-07 1.71710453086565e-08
1 2 4 4 6 5 1.85112214388934e-07 5.41094634481032e-09
1 2 4 4 6 7 3.59712270544613e-08 1.04584391626751e-09
1 2 4 4 6 9 4.81842389818496e-09 1.39392788512497e-10
1 2 4 4 6 11 4.76609282971151e-10 1.37239771279784e-11
1 2 4 4 6 13 3.64441006097032e-11 1.04472421872372e-12
1 2 4 4 6 15 2.22650998033625e-12 6.35585982389238e-14
1 2 4 4 6 17 1.11428161047829e-13 3.16827369636556e-15
1 2 4 4 6 19 4.65875868668337e-15 1.31958424788062e-16
1 2 4 4 6 21 1.65332695079961e-16 4.66579812104775e-18
1 2 4 4 8 1 1.82651264659618e-07 5.41959815910588e-09
1 2 4 4 8 3 1.75764594319479e-07 5.19083072792683e-09
1 2 4 4 8 5 7.2259042523732e-08 2.12584323801954e-09
1 2 4 4 8 7 1.71534469291542e-08 5.03017102843876e-10
1 2 4 4 8 9 2.70079304348237e-09 7.89766387469773e-11
1 2 4 4 8 11 3.05722291478795e-10 8.91859141942733e-12
1 2 4 4 8 13 2.62335233488614e-11 7.63708510412529e-13
1 2 4 4 8 15 1.77187475354677e-12 5.14799969472632e-14
1 2 4 4 8 17 9.68969358996802e-14 2.81041036455976e-15
1 2 4 4 8 19 4.38560454592153e-15 1.27007538492376e-16
1 2 4 4 8 21 1.67214247115658e-16 4.83581245805476e-18
1 2 4 4 10 1 2.63019430251995e-08 7.81438541710496e-10
1 2 4 4 10 3 3.35869928154885e-08 9.94069618890925e-10
1 2 4 4 10 5 1.6678244995348e-08 4.92218911803676e-10
1 2 4 4 10 7 4.55196621209258e-09 1.34031540575467e-10
1 2 4 4 10 9 7.99149995156625e-10 2.34851706164949e-11
1 2 4 4 10 11 9.87899599703918e-11 2.89833055053939e-12
1 2 4 4 10 13 9.11964678697894e-12 2.67235445683731e-13
1 2 4 4 10 15 6.55196932109969e-13 1.91755872031668e-14
1 2 4 4 10 17 3.77832573691307e-14 1.10440513337175e-15
1 2 4 4 10 19 1.79110942910002e-15 5.23008866895373e-17
1 2 4 4 10 21 7.11406619318826e-17 2.07547922936361e-18
1 2 4 4 12 1 2.78877035153547e-09 8.28851517406978e-11
1 2 4 4 12 3 4.49464373485929e-09 1.3313241293189e-10
1 2 4 4 12 5 2.58227853554654e-09 7.63060775164917e-11
1 2 4 4 12 7 7.83082393929547e-10 2.30959904466527e-11
1 2 4 4 12 9 1.49138616435561e-10 4.39159360712708e-12
1 2 4 4 12 11 1.96836460109984e-11 5.78758544882632e-13
1 2 4 4 12 13 1.91827795135126e-12 5.63410868881664e-14
1 2 4 4 12 15 1.44270017947273e-13 4.23416492528054e-15
1 2 4 4 12 17 8.65261255541925e-15 2.53647660978693e-16
1 2 4 4 12 19 4.24477394659223e-16 1.24297337133937e-17
1 2 4 4 12 21 1.73788595059882e-17 5.08457996098474e-19
1 2 4 4 14 1 2.2754390149286e-10 6.74788373514616e-12
1 2 4 4 14 3 4.47622469592533e-10 1.32084608556219e-11
1 2 4 4 14 5 2.89083432103214e-10 8.50034484653858e-12
1 2 4 4 14 7 9.52717207979689e-11 2.79315125904349e-12
1 2 4 4 14 9 1.93460517496059e-11 5.65696532892208e-13
1 2 4 4 14 11 2.68868246424505e-12 7.84313899017745e-14
1 2 4 4 14 13 2.73516015164937e-13 7.95990162671927e-15
1 2 4 4 14 15 2.13369610700945e-14 6.19934192080931e-16
1 2 4 4 14 17 1.32063806706672e-15 3.83046994166281e-17
1 2 4 4 14 19 6.66006141289682e-17 1.92746953475745e-18
1 2 4 4 14 21 2.79463303550295e-18 8.07248527112133e-20
1 2 4 4 16 1 1.47183980335471e-11 4.2780045489603e-13
1 2 4 4 16 3 3.44696891002141e-11 9.85607192514847e-13
1 2 4 4 16 5 2.44931477104999e-11 6.92761601727732e-13
1 2 4 4 16 7 8.63172131082361e-12 2.4194443558309e-13
1 2 4 4 16 9 1.84561495225284e-12 5.13195728387394e-14
1 2 4 4 16 11 2.67437067615588e-13 7.38224136873082e-15
1 2 4 4 16 13 2.8169117821375e-14 7.72299241999795e-16
1 2 4 4 16 15 2.26416861777004e-15 6.16747761130404e-17
1 2 4 4 16 17 1.43849502163618e-16 3.89749805417158e-18
1 2 4 4 16 19 7.42214489120322e-18 1.99928218279751e-19
1 2 4 4 16 21 3.17866504909028e-19 8.51245652443217e-21
1 2 4 4 18 1 7.59972827806409e-13 1.98009852869465e-14
1 2 4 4 18 3 2.06816801490082e-12 5.08096863203799e-14
1 2 4 4 18 5 1.5864645833285e-12 3.7616945578143e-14
1 2 4 4 18 7 5.89482832532707e-13 1.35857392728528e-14
1 2 4 4 18 9 1.3127692096849e-13 2.95153948126926e-15
1 2 4 4 18 11 1.96611623638813e-14 4.32257447658329e-16
1 2 4 4 18 13 2.12908911766008e-15 4.58501954376406e-17
1 2 4 4 18 15 1.75226131019033e-16 3.70115792868147e-18
1 2 4 4 18 17 1.13694305459655e-17 2.35842917726886e-19
1 2 4 4 18 19 5.97621478246473e-19 1.21931611197673e-20
1 2 4 4 18 21 2.60174685836467e-20 5.21841824991558e-22
1 2 4 4 20 1 2.94055670711385e-14 4.84347483202207e-16
1 2 4 4 20 3 9.01258999849678e-14 1.19871990769975e-15
1 2 4 4 20 5 7.31564546127915e-14 8.53197332618062e-16
1 2 4 4 20 7 2.8252735117367e-14 2.95143622934991e-16
1 2 4 4 20 9 6.48111364641138e-15 6.119489904349e-17
1 2 4 4 20 11 9.94351542304793e-16 8.52270529989841e-18
1 2 4 4 20 13 1.09886635206062e-16 8.56604533476913e-19
1 2 4 4 20 15 9.20351975558505e-18 6.52800972104539e-20
1 2 4 4 20 17 6.06287544507681e-19 3.91164101760985e-21
1 2 4 4 20 19 3.23167421773232e-20 1.89820649157967e-22
1 2 4 4 20 21 1.42406299943311e-21 7.5808437187616e-24
1 2 4 4 22 1 6.42275940237027e-16 -2.152097697633e-18
1 2 4 4 22 3 2.13597899872509e-15 -1.71253289971208e-17
1 2 4 4 22 5 1.79891722472089e-15 -1.84727357790112e-17
1 2 4 4 22 7 7.1233227322276e-16 -8.47801089836151e-18
1 2 4 4 22 9 1.66582208685277e-16 -2.20442735477609e-18
1 2 4 4 22 11 2.59624881273014e-17 -3.73279812811553e-19
1 2 4 4 22 13 2.90758008405366e-18 -4.47480793655195e-20
1 2 4 4 22 15 2.46348535678105e-19 -4.01583461203955e-21
1 2 4 4 22 17 1.6393616717386e-20 -2.80812108201334e-22
1 2 4 4 22 19 8.81614116697801e-22 -1.5765202002035e-23
1 2 4 4 22 21 3.91694174969949e-23 -7.27136999496396e-25
1 2 4 4 1 2 4.36058940144501e-06 1.28207119205096e-07
1 2 4 4 1 4 1.94610426240667e-06 5.64690936251402e-08
1 2 4 4 1 6 3.91819302027319e-07 1.11680157341038e-08
1 2 4 4 1 8 4.78759457500915e-08 1.32666405891493e-09
1 2 4 4 1 10 3.69135303534887e-09 9.66108684893861e-11
1 2 4 4 1 12 1.52965842496785e-10 3.24403964397491e-12
1 2 4 4 1 14 -1.99865896311448e-12 -1.58808685901097e-13
1 2 4 4 1 16 -8.64735454194193e-13 -3.17282129548018e-14
1 2 4 4 1 18 -7.74754923718549e-14 -2.60112437855136e-15
1 2 4 4 1 20 -4.58946389562547e-15 -1.48706628709916e-16
1 2 4 4 1 22 -2.08984817740979e-16 -6.6402627176666e-18
1 2 4 4 3 2 1.36767377153938e-06 4.05136462373786e-08
1 2 4 4 3 4 1.31063270499034e-06 3.85269755273208e-08
1 2 4 4 3 6 4.7028805887885e-07 1.37174777607596e-08
1 2 4 4 3 8 9.78293158136695e-08 2.83120797163058e-09
1 2 4 4 3 10 1.36833492285892e-08 3.92838317237183e-10
1 2 4 4 3 12 1.39229271713742e-09 3.96427374751941e-11
1 2 4 4 3 14 1.0834658514484e-10 3.05813286243021e-12
1 2 4 4 3 16 6.67875912526201e-12 1.86776319432855e-13
1 2 4 4 3 18 3.3475306385213e-13 9.26951296527262e-15
1 2 4 4 3 20 1.39225484101946e-14 3.81373057680433e-16
1 2 4 4 3 22 4.88331605405658e-16 1.32177618415298e-17
1 2 4 4 5 2 2.68876790849273e-07 7.99332390792494e-09
1 2 4 4 5 4 4.32361472264208e-07 1.27784094959539e-08
1 2 4 4 5 6 2.23168154309581e-07 6.56311654092301e-09
1 2 4 4 5 8 6.14924270132809e-08 1.80063867025422e-09
1 2 4 4 5 10 1.0841086993362e-08 3.16245604407674e-10
1 2 4 4 5 12 1.34626287966475e-09 3.91390533566795e-11
1 2 4 4 5 14 1.25068454618048e-10 3.6252467291039e-12
1 2 4 4 5 16 9.06102994744921e-12 2.61907619108162e-13
1 2 4 4 5 18 5.27826846591018e-13 1.52186628489233e-14
1 2 4 4 5 20 2.53091997833372e-14 7.28089546425263e-16
1 2 4 4 5 22 1.01776820569685e-15 2.9217823634867e-17
1 2 4 4 7 2 3.66588261881384e-08 1.0916721166845e-09
1 2 4 4 7 4 8.85383181108963e-08 2.62322019534955e-09
1 2 4 4 7 6 5.930224735187e-08 1.75055912266564e-09
1 2 4 4 7 8 1.97345843246095e-08 5.80825037436638e-10
1 2 4 4 7 10 4.02522000045441e-09 1.18176067338188e-10
1 2 4 4 7 12 5.62046129117693e-10 1.64654013125965e-11
1 2 4 4 7 14 5.75359803051473e-11 1.68266908257731e-12
1 2 4 4 7 16 4.52455114913278e-12 1.32118106710242e-13
1 2 4 4 7 18 2.82802886539704e-13 8.24518401331365e-15
1 2 4 4 7 20 1.44192741484158e-14 4.19854927269515e-16
1 2 4 4 7 22 6.12146003726571e-16 1.78040529622617e-17
1 2 4 4 9 2 3.65850582082648e-09 1.09032209159101e-10
1 2 4 4 9 4 1.25550830083228e-08 3.72408327944195e-10
1 2 4 4 9 6 1.02777891918145e-08 3.03976411010979e-10
1 2 4 4 9 8 3.93233745164891e-09 1.16045282368841e-10
1 2 4 4 9 10 8.9121145000691e-10 2.62525378434709e-11
1 2 4 4 9 12 1.35268126656628e-10 3.97836823545509e-12
1 2 4 4 9 14 1.48243484045956e-11 4.35436007696415e-13
1 2 4 4 9 16 1.23414735970815e-12 3.62207566467965e-14
1 2 4 4 9 18 8.09692292611849e-14 2.37378245107272e-15
1 2 4 4 9 20 4.30512887151854e-15 1.260781607031e-16
1 2 4 4 9 22 1.89615943770715e-16 5.54837399395032e-18
1 2 4 4 11 2 2.76879267301335e-10 8.25412782320178e-12
1 2 4 4 11 4 1.3161606597463e-09 3.90489936841371e-11
1 2 4 4 11 6 1.26659264605386e-09 3.74840585665953e-11
1 2 4 4 11 8 5.40317345933612e-10 1.59602872816272e-11
1 2 4 4 11 10 1.32837911519092e-10 3.91779603055407e-12
1 2 4 4 11 12 2.15004231950949e-11 6.33272550210002e-13
1 2 4 4 11 14 2.48336769502596e-12 7.30511484716138e-14
1 2 4 4 11 16 2.1607131330335e-13 6.35113374814072e-15
1 2 4 4 11 18 1.47195758894011e-14 4.32400819933137e-16
1 2 4 4 11 20 8.08593014026662e-16 2.37263331686055e-17
1 2 4 4 11 22 3.66540599510506e-17 1.07449364957851e-18
1 2 4 4 13 2 1.6261557224729e-11 4.84620007343246e-13
1 2 4 4 13 4 1.0657575623635e-10 3.15009386747475e-12
1 2 4 4 13 6 1.17316883470684e-10 3.45395076270346e-12
1 2 4 4 13 8 5.4636631712297e-11 1.60364819585308e-12
1 2 4 4 13 10 1.43384768765069e-11 4.1973716199333e-13
1 2 4 4 13 12 2.44376883492211e-12 7.13670312962679e-14
1 2 4 4 13 14 2.94485036389072e-13 8.58108847806543e-15
1 2 4 4 13 16 2.6557129233444e-14 7.72159510357004e-16
1 2 4 4 13 18 1.86609173827492e-15 5.41830274643615e-17
1 2 4 4 13 20 1.05307844777185e-16 3.05234480719075e-18
1 2 4 4 13 22 4.88889429072494e-18 1.41402691658894e-19
1 2 4 4 15 2 7.49821250291793e-13 2.22420007982357e-14
1 2 4 4 15 4 6.85851650549278e-12 1.9672827547311e-13
1 2 4 4 15 6 8.4541441095296e-12 2.39346641682191e-13
1 2 4 4 15 8 4.23001862492709e-12 1.18581427199462e-13
1 2 4 4 15 10 1.17064983164543e-12 3.25407270153032e-14
1 2 4 4 15 12 2.081089488164e-13 5.74096118041924e-15
1 2 4 4 15 14 2.59669311926705e-14 7.11322557250291e-16
1 2 4 4 15 16 2.41174305383389e-15 6.56331673061843e-17
1 2 4 4 15 18 1.7389319370512e-16 4.70301915015633e-18
1 2 4 4 15 20 1.00388533777226e-17 2.70097631078564e-19
1 2 4 4 15 22 4.75477588815294e-19 1.27179270382389e-20
1 2 4 4 17 2 2.69653329630395e-14 7.74762083573003e-16
1 2 4 4 17 4 3.51345955554803e-13 8.69545529550513e-15
1 2 4 4 17 6 4.75245344482368e-13 1.12508018790234e-14
1 2 4 4 17 8 2.51770709755316e-13 5.77329665371399e-15
1 2 4 4 17 10 7.26719071490085e-14 1.62239933726029e-15
1 2 4 4 17 12 1.33585777724144e-14 2.91205899203209e-16
1 2 4 4 17 14 1.7137551229893e-15 3.6551282913555e-17
1 2 4 4 17 16 1.6298565857033e-16 3.4061667653012e-18
1 2 4 4 17 18 1.19944307001115e-17 2.45918283054501e-19
1 2 4 4 17 20 7.05362329113491e-19 1.42070572667763e-20
1 2 4 4 17 22 3.39579954132175e-20 6.72617779935571e-22
1 2 4 4 19 2 7.13946465709619e-16 1.7642001914512e-17
1 2 4 4 19 4 1.32971066008777e-14 1.80305531216628e-16
1 2 4 4 19 6 1.92865665808998e-14 2.20890227038561e-16
1 2 4 4 19 8 1.06532999839911e-14 1.0739404116721e-16
1 2 4 4 19 10 3.17059568830588e-15 2.85214180347819e-17
1 2 4 4 19 12 5.97194619776206e-16 4.82097355407612e-18
1 2 4 4 19 14 7.81832793701241e-17 5.67514247753784e-19
1 2 4 4 19 16 7.56591327993653e-18 4.93746267796986e-20
1 2 4 4 19 18 5.65294864086558e-19 3.31168729928327e-21
1 2 4 4 19 20 3.36865625653897e-20 1.76782807199215e-22
1 2 4 4 19 22 1.64173182611085e-21 7.71126479296854e-24
1 2 4 4 21 2 1.08619411341009e-17 1.46032001842921e-19
1 2 4 4 21 4 2.77126626120084e-16 -2.14855275690414e-18
1 2 4 4 21 6 4.20799060569801e-16 -4.50014680910644e-18
1 2 4 4 21 8 2.38785401966208e-16 -2.99618358197597e-18
1 2 4 4 21 10 7.24830552005837e-17 -1.01411405924419e-18
1 2 4 4 21 12 1.38693794985595e-17 -2.10910996745746e-19
1 2 4 4 21 14 1.8398367376336e-18 -2.99372958509994e-20
1 2 4 4 21 16 1.80073983023722e-19 -3.1016978922307e-21
1 2 4 4 21 18 1.35887029415662e-20 -2.45787993522429e-22
1 2 4 4 21 20 8.16908688600179e-22 -1.54179670243059e-23
1 2 4 4 21 22 4.01241531997959e-23 -7.85959244340762e-25
2 1 4 4 1 2 -3.25541261658981e-06 -9.41840539103998e-08
2 1 4 4 1 4 -2.56369002602947e-06 -7.53595770501334e-08
2 1 4 4 1 6 -8.74058691082589e-07 -2.58593942966577e-08
2 1 4 4 1 8 -1.82651265551206e-07 -5.41959504955745e-09
2 1 4 4 1 10 -2.63019238440429e-08 -7.81437152345687e-10
2 1 4 4 1 12 -2.78878567774948e-09 -8.28948762842103e-11
2 1 4 4 1 14 -2.2759630613647e-10 -6.76563581155196e-12
2 1 4 4 1 16 -1.47656779652769e-11 -4.38832104363196e-13
2 1 4 4 1 18 -7.80580074063544e-13 -2.31915907858459e-14
2 1 4 4 1 20 -3.42900925022885e-14 -1.01839265328278e-15
2 1 4 4 1 22 -1.27184093718719e-15 -3.77560190714019e-17
2 1 4 4 3 2 -5.52400143960798e-07 -1.55766943536452e-08
2 1 4 4 3 4 -1.02279929163277e-06 -2.97586782917756e-08
2 1 4 4 3 6 -5.84042252305411e-07 -1.71710441258455e-08
2 1 4 4 3 8 -1.75764552784398e-07 -5.19082557995008e-09
2 1 4 4 3 10 -3.35869659700973e-08 -9.94061059325682e-10
2 1 4 4 3 12 -4.49470241788324e-09 -1.33170103235967e-10
2 1 4 4 3 14 -4.47827044194935e-10 -1.32754561241371e-11
2 1 4 4 3 16 -3.46517368170815e-11 -1.02747500110141e-12
2 1 4 4 3 18 -2.14796968295878e-12 -6.3690495040612e-14
2 1 4 4 3 20 -1.09241486853837e-13 -3.23899780763718e-15
2 1 4 4 3 22 -4.64564948584594e-15 -1.37728597467199e-16
2 1 4 4 5 2 -5.08364432571012e-08 -1.3485593786744e-09
2 1 4 4 5 4 -2.1708020810228e-07 -6.24177632798236e-09
2 1 4 4 5 6 -1.85112205093135e-07 -5.41095350090695e-09
2 1 4 4 5 8 -7.22590287592041e-08 -2.12584212713041e-09
2 1 4 4 5 10 -1.6678237390274e-08 -4.92208536259714e-10
2 1 4 4 5 12 -2.58233327057845e-09 -7.63428952380268e-11
2 1 4 4 5 14 -2.89263323808366e-10 -8.55918207469752e-12
2 1 4 4 5 16 -2.46567789765757e-11 -7.30067697478621e-13
2 1 4 4 5 18 -1.65833543456244e-12 -4.91208352947954e-14
2 1 4 4 5 20 -9.04500047130333e-14 -2.67957388893549e-15
2 1 4 4 5 22 -4.08771110268434e-15 -1.21109448876625e-16
2 1 4 4 7 2 -1.46442965761225e-09 -2.22699977705952e-11
2 1 4 4 7 4 -2.98773735465446e-08 -8.4694289263105e-10
2 1 4 4 7 6 -3.59712553592931e-08 -1.04584198579889e-09
2 1 4 4 7 8 -1.7153457903608e-08 -5.03013551562041e-10
2 1 4 4 7 10 -4.55195836746729e-09 -1.34026776523632e-10
2 1 4 4 7 12 -7.83105250180693e-10 -2.31119006010796e-11
2 1 4 4 7 14 -9.53402621759335e-11 -2.81718289748849e-12
2 1 4 4 7 16 -8.6989303115007e-12 -2.571895101542e-13
2 1 4 4 7 18 -6.19295706373133e-13 -1.83258828280552e-14
2 1 4 4 7 20 -3.54505255634552e-14 -1.04954372799279e-15
2 1 4 4 7 22 -1.67043809138625e-15 -4.94662628371531e-17
2 1 4 4 9 2 2.79291097508195e-10 1.03250548341766e-11
2 1 4 4 9 4 -2.90321628609507e-09 -8.08200555786936e-11
2 1 4 4 9 6 -4.8184130454145e-09 -1.39388375592983e-10
2 1 4 4 9 8 -2.70078128623684e-09 -7.89717922158212e-11
2 1 4 4 9 10 -7.99139619463791e-10 -2.34820613887419e-11
2 1 4 4 9 12 -1.49141978056597e-10 -4.39464827129661e-12
2 1 4 4 9 14 -1.93607211834866e-11 -5.71530620202338e-13
2 1 4 4 9 16 -1.86137451606867e-12 -5.49465283119801e-14
2 1 4 4 9 18 -1.38489195303247e-13 -4.09075249387895e-15
2 1 4 4 9 20 -8.23196092967569e-15 -2.43471972853437e-16
2 1 4 4 9 22 -4.00760124318291e-16 -1.18597530883803e-17
2 1 4 4 11 2 4.97198359501006e-11 1.62423767281427e-12
2 1 4 4 11 4 -2.08486933453329e-10 -5.66158426835615e-12
2 1 4 4 11 6 -4.76597314836888e-10 -1.37219181566713e-11
2 1 4 4 11 8 -3.05704352663665e-10 -8.91619849864616e-12
2 1 4 4 11 10 -9.87803831007267e-11 -2.8973526642464e-12
2 1 4 4 11 12 -1.96824595663221e-11 -5.79101058351196e-13
2 1 4 4 11 14 -2.69090901618683e-12 -7.93632388249805e-14
2 1 4 4 11 16 -2.69836051589339e-13 -7.96210171166071e-15
2 1 4 4 11 18 -2.08071062086297e-14 -6.13132185997279e-16
2 1 4 4 11 20 -1.27611686243401e-15 -3.76669640607429e-17
2 1 4 4 11 22 -6.38404924250199e-17 -1.88759466926342e-18
2 1 4 4 13 2 4.64089418716977e-12 1.46569569099949e-13
2 1 4 4 13 4 -1.13213007772066e-11 -2.96665243036377e-13
2 1 4 4 13 6 -3.64489539402982e-11 -1.04757782332678e-12
2 1 4 4 13 8 -2.62362396109453e-11 -7.65839696115128e-13
2 1 4 4 13 10 -9.11989711100201e-12 -2.67968287434403e-13
2 1 4 4 13 12 -1.91829038365177e-12 -5.65695729909292e-14
2 1 4 4 13 14 -2.73832672487929e-13 -8.09388710726654e-15
2 1 4 4 13 16 -2.84505928537454e-14 -8.4314502148608e-16
2 1 4 4 13 18 -2.25910899387013e-15 -6.68109434696732e-17
2 1 4 4 13 20 -1.42284595374397e-16 -4.20369650281979e-18
2 1 4 4 13 22 -7.28997450447501e-18 -2.16103943299497e-19
2 1 4 4 15 2 3.09837613914305e-13 9.75160815745861e-15
2 1 4 4 15 4 -4.66081989982208e-13 -1.17390494566559e-14
2 1 4 4 15 6 -2.2327721499442e-12 -6.51819662159887e-14
2 1 4 4 15 8 -1.77684136643363e-12 -5.27681403634771e-14
2 1 4 4 15 10 -6.56999056670898e-13 -1.96453588010171e-14
2 1 4 4 15 12 -1.44659628931148e-13 -4.34108296318097e-15
2 1 4 4 15 14 -2.14189101819413e-14 -6.44103499052046e-16
2 1 4 4 15 16 -2.29583352144331e-15 -6.91342994222464e-17
2 1 4 4 15 18 -1.86978865367055e-16 -5.64052777678502e-18
2 1 4 4 15 20 -1.20334348805157e-17 -3.61216478669743e-19
2 1 4 4 15 22 -6.2974528219606e-19 -1.89251375181849e-20
2 1 4 4 17 2 1.62501087899329e-14 5.16959233860864e-16
2 1 4 4 17 4 -1.43064140841072e-14 -3.78803462827703e-16
2 1 4 4 17 6 -1.13069551235883e-13 -3.42065424538435e-15
2 1 4 4 17 8 -9.80861046085261e-14 -2.9817412465621e-15
2 1 4 4 17 10 -3.81894481055722e-14 -1.15956399168323e-15
2 1 4 4 17 12 -8.73549897359808e-15 -2.64481767221483e-16
2 1 4 4 17 14 -1.33361981555366e-15 -4.02350335216698e-17
2 1 4 4 17 16 -1.46675315317714e-16 -4.40831440255534e-18
2 1 4 4 17 18 -1.22325416225622e-17 -3.66242808343115e-19
2 1 4 4 17 20 -8.01109006675578e-19 -2.38841648827947e-20
2 1 4 4 17 22 -4.26218510650827e-20 -1.25961826723807e-21
2 1 4 4 19 2 6.75527035767503e-16 1.87446361048541e-17
2 1 4 4 19 4 -3.24833189953873e-16 -1.22139722808574e-17
2 1 4 4 19 6 -4.68288929475696e-15 -1.26732839333077e-16
2 1 4 4 19 8 -4.32995386956742e-15 -1.12418590828696e-16
2 1 4 4 19 10 -1.75021493100688e-15 -4.41191867104089e-17
2 1 4 4 19 12 -4.11574445186695e-16 -1.01175437251274e-17
2 1 4 4 19 14 -6.42480560675862e-17 -1.54400688973615e-18
2 1 4 4 19 16 -7.19982809906322e-18 -1.69440556211067e-19
2 1 4 4 19 18 -6.10353822070396e-19 -1.4085691883621e-20
2 1 4 4 19 20 -4.06342758212589e-20 -9.20505207189982e-22
2 1 4 4 19 22 -2.18284245512832e-21 -4.84174744825739e-23
2 1 4 4 21 2 1.7346110971323e-17 1.79427667456017e-19
2 1 4 4 21 4 -5.33546253867321e-18 -2.78627301031127e-19
2 1 4 4 21 6 -1.21941805564226e-16 -1.22358281797173e-18
2 1 4 4 21 8 -1.16444090918872e-16 -9.00940447083298e-19
2 1 4 4 21 10 -4.79864994084489e-17 -3.03236376244744e-19
2 1 4 4 21 12 -1.14491684581427e-17 -5.96386342450549e-20
2 1 4 4 21 14 -1.80846811959289e-18 -7.7154902478235e-21
2 1 4 4 21 16 -2.04700271918336e-19 -7.03275126966164e-22
2 1 4 4 21 18 -1.7504884363105e-20 -4.70837481797413e-23
2 1 4 4 21 20 -1.17463904332428e-21 -2.3632269162413e-24
2 1 4 4 21 22 -6.36354037823023e-23 -8.75190232212593e-26
2 1 4 4 2 1 -4.360589400318e-06 -1.28207118124032e-07
2 1 4 4 2 3 -1.36767376374004e-06 -4.0513645299309e-08
2 1 4 4 2 5 -2.68876786990403e-07 -7.9933236479947e-09
2 1 4 4 2 7 -3.66588313922983e-08 -1.0916738659193e-09
2 1 4 4 2 9 -3.65850467748997e-09 -1.09031608022065e-10
2 1 4 4 2 11 -2.7687900012045e-10 -8.25433333494681e-12
2 1 4 4 2 13 -1.6262127772876e-11 -4.84834237451337e-13
2 1 4 4 2 15 -7.50306692556214e-13 -2.23715447173429e-14
2 1 4 4 2 17 -2.71407289518765e-14 -8.09392857489332e-16
2 1 4 4 2 19 -7.47253963661257e-16 -2.22960336522906e-17
2 1 4 4 2 21 -1.38925664837717e-17 -4.15334248863677e-19
2 1 4 4 4 1 -1.94610424956227e-06 -5.64690927623038e-08
2 1 4 4 4 3 -1.31063268418026e-06 -3.85269748802371e-08
2 1 4 4 4 5 -4.32361502995911e-07 -1.27784186414476e-08
2 1 4 4 4 7 -8.85383128437363e-08 -2.62321478912878e-09
2 1 4 4 4 9 -1.25550608155988e-08 -3.72404996953256e-10
2 1 4 4 4 11 -1.316177528768e-09 -3.90585522290737e-11
2 1 4 4 4 13 -1.06618548119631e-10 -3.16444261667515e-12
2 1 4 4 4 15 -6.89238279385477e-12 -2.04542575655299e-13
2 1 4 4 4 17 -3.64440884648252e-13 -1.0813489290817e-14
2 1 4 4 4 19 -1.60722669443688e-14 -4.76779084805951e-16
2 1 4 4 4 21 -6.00638458504952e-16 -1.78130423363231e-17
2 1 4 4 6 1 -3.91819319621774e-07 -1.11680205429444e-08
2 1 4 4 6 3 -4.70288073267226e-07 -1.37174800860208e-08
2 1 4 4 6 5 -2.23168176386427e-07 -6.56312156961797e-09
2 1 4 4 6 7 -5.93022166309722e-08 -1.75054649917739e-09
2 1 4 4 6 9 -1.02777888576725e-08 -3.0397604291117e-10
2 1 4 4 6 11 -1.26661695253638e-09 -3.74987716897128e-11
2 1 4 4 6 13 -1.17388724686681e-10 -3.47743682619047e-12
2 1 4 4 6 15 -8.5102234682543e-12 -2.52182381976071e-13
2 1 4 4 6 17 -4.96980352138849e-13 -1.47282097100725e-14
2 1 4 4 6 19 -2.39173964288731e-14 -7.08823878970965e-16
2 1 4 4 6 21 -9.66028453086077e-16 -2.86289685100673e-17
2 1 4 4 8 1 -4.78759463475315e-08 -1.32666265450207e-09
2 1 4 4 8 3 -9.78292875504129e-08 -2.83120198807497e-09
2 1 4 4 8 5 -6.14924214133369e-08 -1.80064049983725e-09
2 1 4 4 8 7 -1.97345745236285e-08 -5.80822158640308e-10
2 1 4 4 8 9 -3.93234935569128e-09 -1.16045279079856e-10
2 1 4 4 8 11 -5.40322982184036e-10 -1.59696655837762e-11
2 1 4 4 8 13 -5.46778241867688e-11 -1.6172154588933e-12
2 1 4 4 8 15 -4.2635247144273e-12 -1.26196983716028e-13
2 1 4 4 8 17 -2.64777743258912e-13 -7.84062464792961e-15
